mal_id,title,title_english,type,episodes,status,score,scored_by,rank,popularity,members,favorites,source,rating,season,year,duration,synopsis,images_url,trailer_url,genres,studios,themes,demographics,aired_from,aired_to
44087,Gintama: The Semi-Final,,Special,2.0,Finished Airing,8.46,45958,175.0,2495,90497,266,Manga,PG-13 - Teens 13 or older,,,24 min per ep,"As the war temporarily calms down and Edo rebuilds, Gintoki finds Shinpachi—who is still unaware of his return—on a bridge. However, as a fight quickly breaks out between the Yorozuya and the Tenshouin Naraku, suspicion grows, forcing Gintoki to use what is nearest—a loincloth—to mask his identity. Saved for the time being, Gintoki enters the Yorozuya office, but unbeknownst to him, someone else is already waiting there...

Meanwhile, Kondou departs Earth to marry Princess Bubbles in an attempt to improve diplomatic relations. After boarding the Gorilla Amanto mother ship, he realizes that he doesn't speak their language. Confused, Kondou tries conversing with them, only to inadvertently gain their support. However, someone associated with the princess crashes the ongoing ceremony. Will the wedding continue, or has Kondou just been saved from becoming the next Gorilla Prince?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1694/110521.jpg,,"Action, Comedy",Bandai Namco Pictures,"Gag Humor, Historical, Parody, Samurai",Shounen,2021-01-15T00:00:00+00:00,2021-01-20T00:00:00+00:00
392,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,TV,112.0,Finished Airing,8.46,353475,175.0,302,742127,24400,Manga,PG-13 - Teens 13 or older,fall,1992.0,23 min per ep,"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.

To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1228/111372.jpg,https://www.youtube-nocookie.com/embed/ZJEv4d2TYQ4?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Supernatural",Studio Pierrot,"Martial Arts, Mythology",Shounen,1992-10-10T00:00:00+00:00,1995-01-07T00:00:00+00:00
60988,Tian Guan Cifu Short Film,Heaven Official's Blessing Short Film,ONA,,Currently Airing,8.45,1973,182.0,7116,9982,141,Web novel,PG-13 - Teens 13 or older,,,8 min,"A short film celebrating the fourth anniversary of the donghua's releases, highlighting Hua Cheng's and Xie Lian's first encounter.",https://cdn.myanimelist.net/images/anime/1174/149943.jpg,https://www.youtube-nocookie.com/embed/9jgB6fGWaVY?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure, Drama, Fantasy",Red Dog Culture House,"Historical, Mythology",,2025-02-12T00:00:00+00:00,
60543,Dandadan 2nd Season,Dan Da Dan Season 2,TV,12.0,Finished Airing,8.45,234337,179.0,531,478942,3447,Manga,R - 17+ (violence & profanity),summer,2025.0,24 min per ep,"While the mission to exorcise Jin ""Jiji"" Enjouji's family home is underway, things are not going as expected. Momo Ayase narrowly evades an attempted abduction while Ken ""Okarun"" Takakura and Jiji are ambushed by the Kitou family—the unsettling landlords of the cursed estate. The trio's efforts threaten the foundation of this enigmatic town shrouded in legends and mysteries.

As Momo, Okarun, and Jiji are drawn deeper into the maze of folklore and supernatural entities, they must each utilize their unique powers if they want to survive and unravel the secrets of the uncanny town.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1721/149001.jpg,https://www.youtube-nocookie.com/embed/dwilf3OGe-A?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Comedy, Supernatural",Science SARU,,Shounen,2025-07-04T00:00:00+00:00,2025-09-19T00:00:00+00:00
57334,Dandadan,Dan Da Dan,TV,12.0,Finished Airing,8.45,539255,178.0,222,892296,14772,Manga,R - 17+ (violence & profanity),fall,2024.0,23 min per ep,"Reeling from her recent breakup, Momo Ayase, a popular high schooler, shows kindness to her socially awkward schoolmate, Ken Takakura, by standing up to his bullies. Takakura misunderstands her intentions, believing he has made a new friend who shares his obsession with aliens and UFOs. However, Momo's own eccentric occult beliefs lie in the supernatural realm; she thinks aliens do not exist. A rivalry quickly brews as each becomes determined to prove the other wrong.

Despite their initial clash over their opposing beliefs, Momo and Takakura form an unexpected but intimate friendship, a bond forged in a series of supernatural battles and bizarre encounters with urban legends and paranormal entities. As both develop unique superhuman abilities, they learn to supplement each other's weaknesses, leading them to wonder if their newfound partnership may be about more than just survival.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1584/143719.jpg,https://www.youtube-nocookie.com/embed/V3xNYDFsnN8?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Comedy, Supernatural",Science SARU,,Shounen,2024-10-04T00:00:00+00:00,2024-12-20T00:00:00+00:00
31181,Owarimonogatari,Owarimonogatari,TV,12.0,Finished Airing,8.45,248817,183.0,497,505005,3020,Light novel,R - 17+ (violence & profanity),fall,2015.0,26 min per ep,"A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hopes of obtaining advice regarding a strange discovery she has made. After taking a look at the school's layout, Ougi notices that a classroom has appeared in an otherwise empty area—a place that should not exist. 

Unsure if this is the work of an apparition, Araragi and Ougi attempt to unravel the truth behind this enigma. But Araragi soon discovers, after finding himself locked in with Ougi, that the room holds the memory of an event he had long since forgotten.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/76479.jpg,https://www.youtube-nocookie.com/embed/TOlWzlNk0nw?enablejsapi=1&wmode=opaque&autoplay=1,"Comedy, Mystery, Supernatural",Shaft,Vampire,,2015-10-04T00:00:00+00:00,2015-12-20T00:00:00+00:00
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,Movie,1.0,Finished Airing,8.45,377417,181.0,382,633442,2808,Visual novel,PG-13 - Teens 13 or older,,,1 hr 30 min,"After a year in America, Kurisu Makise returns to Akihabara and reunites with Rintarou Okabe. However, their reunion is cut short when Okabe begins to experience recurring flashes of other timelines as the consequences of his time traveling start to manifest. These side effects eventually culminate in Okabe suddenly vanishing from the world, and only the startled Kurisu has any memory of his existence.

In the midst of despair, Kurisu is faced with a truly arduous choice that will test both her duty as a scientist and her loyalty as a friend: follow Okabe's advice and stay away from traveling through time to avoid the potential consequences it may have on the world lines, or ignore it to rescue the person that she cherishes most. Regardless of her decision, the path she chooses is one that will affect the past, the present, and the future.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1611/112806.jpg,https://www.youtube-nocookie.com/embed/rDsCNz3pWUg?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Sci-Fi",White Fox,,,2013-04-20T00:00:00+00:00,
36649,Banana Fish,Banana Fish,TV,24.0,Finished Airing,8.45,406980,176.0,202,945537,31815,Manga,R - 17+ (violence & profanity),summer,2018.0,22 min per ep,"Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout.

At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1190/93472.jpg,https://www.youtube-nocookie.com/embed/YUGS9j6pcV4?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure, Drama, Suspense",MAPPA,"Delinquents, Organized Crime, Psychological",Shoujo,2018-07-06T00:00:00+00:00,2018-12-21T00:00:00+00:00
37105,Grand Blue,Grand Blue Dreaming,TV,12.0,Finished Airing,8.45,471800,180.0,231,883878,22137,Manga,PG-13 - Teens 13 or older,summer,2018.0,24 min per ep,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle's scuba diving shop. Iori has high hopes and dreams about having the ideal college experience, but when he enters the shop he is sucked into the alcoholic activities of the carefree members of the Diving Club who frequent the place. Persuaded by upperclassmen Shinji Tokita and Ryuujirou Kotobuki, Iori reluctantly joins their bizarre party. His cousin Chisa Kotegawa later walks in and catches him in the act, earning Iori her utter disdain.

Based on Kenji Inoue and Kimitake Yoshioka's popular comedy manga, Grand Blue follows Iori's misadventures with his eccentric new friends as he strives to realize his ideal college dream, while also learning how to scuba dive.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1302/94882.jpg,https://www.youtube-nocookie.com/embed/m-nN3SlHwZk?enablejsapi=1&wmode=opaque&autoplay=1,Comedy,Zero-G,"Adult Cast, Gag Humor",Seinen,2018-07-14T00:00:00+00:00,2018-09-29T00:00:00+00:00
37379,Chihayafuru 3,,TV,24.0,Finished Airing,8.45,69669,177.0,1689,154745,1679,Manga,PG-13 - Teens 13 or older,fall,2019.0,22 min per ep,"Winning the high school team tournament was a great accomplishment for the Mizusawa members. Each of them has made great strides in improving themselves, and the victory symbolizes how far they have come. But after accomplishing one goal, their individual aims are within reach. Chihaya Ayase has her sights set on Shinobu Wakamiya and the title of Queen, and now that Taichi Mashima has made it into Class A, he can finally compete against Arata Wataya. Everyone in Mizusawa wants to get better, and there is no telling what the future holds if they keep trying.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1898/110709.jpg,https://www.youtube-nocookie.com/embed/yEflqf1U9lA?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Romance, Sports",Madhouse,"Love Polygon, School, Strategy Game",Josei,2019-10-23T00:00:00+00:00,2020-03-25T00:00:00+00:00
56538,Kimi ni Todoke 3rd Season,Kimi ni Todoke: From Me to You Season 3,ONA,5.0,Finished Airing,8.44,37538,185.0,2255,105276,762,Manga,PG-13 - Teens 13 or older,,,1 hr 6 min per ep,"Summer is in full swing, and so is the love between Sawako Kuronuma and Shouta Kazehaya. From attending summer school together to meeting each other's parents, the two enjoy quality time together while tackling the feelings of self-doubt and emotional strain that come with their newfound love.

Meanwhile, Sawako's close friends, Chizuru Yoshida and Ayane Yano, struggle through their own romantic dilemmas as their past experiences with relationships clash with their present feelings. Full of inner turmoil, the youngsters' desire for intimacy persists through their second year of high school as they weave through the labyrinth of indecision and insecurity that is love. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1617/142448.jpg,https://www.youtube-nocookie.com/embed/tJbJI5GE0jg?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Romance",Production I.G,School,Shoujo,2024-08-01T00:00:00+00:00,
35737,Pluto,Pluto,ONA,8.0,Finished Airing,8.44,104366,186.0,1161,236725,3178,Manga,PG-13 - Teens 13 or older,,,1 hr 1 min per ep,"Gesicht, an android police detective of Europol, is tasked with finding the murderer of Montblanc, a retired war hero robot. Although it appears that only a robot could have committed this crime, the murder of a renowned robot rights activist casts doubts on the criminal's identity. Indeed, outside of an isolated and unexplained incident that occurred eight years ago, robots are programmed to be unable to kill human beings. However, the lack of human evidence on the crime scene and the similarity of modus operandi lead Gesicht to suspect that the two murderers might be the same being—be they man or robot.

Shortly after Montblanc's passing, another retired elite war robot is mysteriously eliminated. Gesicht notices a pattern in the choice of murder victim: both dead robots belonged to a group of the seven most powerful war machines ever designed. Determined to stop the murderer from eliminating the five remaining veterans, Gesicht seeks help from Atom, a cutting-edge android who resembles a human boy. The duo must now hunt down the rogue killer before the series of murders is carried on, lest the very fabric of society suffer irremediable damage.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1021/138568.jpg,https://www.youtube-nocookie.com/embed/KHSt5U0l3Wc?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Mystery, Sci-Fi, Suspense",Studio M2,"Detective, Psychological",Seinen,2023-10-26T00:00:00+00:00,
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,24.0,Finished Airing,8.44,862415,184.0,133,1218408,21856,Manga,R - 17+ (violence & profanity),winter,2015.0,23 min per ep,"Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/75045.jpg,https://www.youtube-nocookie.com/embed/JA48VBSl4nc?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure",David Production,Super Power,Shounen,2015-01-10T00:00:00+00:00,2015-06-20T00:00:00+00:00
51039,Doupo Cangqiong: Nian Fan,Battle Through The Heavens Season 5,ONA,209.0,Currently Airing,8.44,3980,187.0,6663,11666,392,Web novel,PG-13 - Teens 13 or older,,,24 min per ep,Fifth season of Doupo Cangqiong.,https://cdn.myanimelist.net/images/anime/1419/126374.jpg,https://www.youtube-nocookie.com/embed/9t5budkJ9n0?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure, Fantasy",Motion Magic,"Historical, Martial Arts",,2022-07-31T00:00:00+00:00,
55809,Xian Ni,Renegade Immortal,ONA,128.0,Currently Airing,8.43,2430,194.0,7237,9549,277,Web novel,PG-13 - Teens 13 or older,,,25 min per ep,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!

(Source: Xian Ni Wiki)",https://cdn.myanimelist.net/images/anime/1289/149708.jpg,https://www.youtube-nocookie.com/embed/zhJv7ieSuos?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure, Fantasy",BUILD DREAM,"Historical, Martial Arts",,2023-09-25T00:00:00+00:00,
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ZERO -Starting Life in Another World- Season 3,TV,16.0,Finished Airing,8.43,201661,192.0,553,461402,6258,Light novel,R - 17+ (violence & profanity),fall,2024.0,28 min per ep,"One year after the events at the Sanctuary, Subaru Natsuki trains hard to better face future challenges. The peaceful days come to an end when Emilia receives an invitation to a meeting in the Watergate City of Priestella from none other than Anastasia Hoshin, one of her rivals in the royal selection. Considering the meeting's significance and the potential dangers Emilia could face, Subaru and his friends accompany her.

However, as Subaru reconnects with old associates and companions in Priestella, new formidable foes emerge. Driven by fanatical motivations and engaging in ruthless methods to achieve their ambitions, the new enemy targets Emilia and threaten the very existence of the city. Rallying his allies, Subaru must give his all once more to stop their nefarious goals from becoming a concrete reality.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1706/144725.jpg,https://www.youtube-nocookie.com/embed/qMJNdQFPaHk?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Fantasy, Suspense",White Fox,"Isekai, Psychological, Time Travel",,2024-10-02T00:00:00+00:00,2025-03-26T00:00:00+00:00
36999,Zoku Owarimonogatari,,TV,6.0,Finished Airing,8.43,119378,195.0,1103,248482,1059,Light novel,R - 17+ (violence & profanity),spring,2019.0,28 min per ep,"Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings.

However, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems.

Zoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1022/96168.jpg,https://www.youtube-nocookie.com/embed/1MXkeC3IKDk?enablejsapi=1&wmode=opaque&autoplay=1,"Comedy, Mystery, Supernatural",Shaft,Vampire,,2019-05-19T00:00:00+00:00,2019-06-23T00:00:00+00:00
44511,Chainsaw Man,Chainsaw Man,TV,12.0,Finished Airing,8.43,1078566,188.0,53,1873434,53730,Manga,R - 17+ (violence & profanity),fall,2022.0,24 min per ep,"Denji is robbed of a normal teenage life, left with nothing but his deadbeat father's overwhelming debt. His only companion is his pet, the chainsaw devil Pochita, with whom he slays devils for money that inevitably ends up in the yakuza's pockets. All Denji can do is dream of a good, simple life: one with delicious food and a beautiful girlfriend by his side. But an act of greedy betrayal by the yakuza leads to Denji's brutal, untimely death, crushing all hope of him ever achieving happiness.

Remarkably, an old contract allows Pochita to merge with the deceased Denji and bestow devil powers on him, changing him into a hybrid able to transform his body parts into chainsaws. Because Denji's new abilities pose a significant risk to society, the Public Safety Bureau's elite devil hunter Makima takes him in, letting him live as long as he obeys her command. Guided by the promise of a content life alongside an attractive woman, Denji devotes everything and fights with all his might to make his naive dreams a reality.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1806/126216.jpg,https://www.youtube-nocookie.com/embed/jk7QSGwupPA?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Fantasy",MAPPA,"Gore, Urban Fantasy",Shounen,2022-10-12T00:00:00+00:00,2022-12-28T00:00:00+00:00
50265,Spy x Family,,TV,12.0,Finished Airing,8.43,1124858,193.0,57,1829063,40902,Manga,PG-13 - Teens 13 or older,spring,2022.0,24 min per ep,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1441/122795.jpg,https://www.youtube-nocookie.com/embed/ofXigq9aIpo?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Award Winning, Comedy","Wit Studio, CloverWorks","Childcare, Super Power",Shounen,2022-04-09T00:00:00+00:00,2022-06-25T00:00:00+00:00
136,Hunter x Hunter,Hunter x Hunter,TV,62.0,Finished Airing,8.43,309883,191.0,381,637759,12001,Manga,PG-13 - Teens 13 or older,fall,1999.0,23 min per ep,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.

Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.

As the four aspiring hunters embark on a perilous adventure, they fight for their dreams while defying the odds.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1305/132237.jpg,,"Action, Adventure, Fantasy",Nippon Animation,,Shounen,1999-10-16T00:00:00+00:00,2001-03-31T00:00:00+00:00
20583,Haikyuu!!,Haikyu!!,TV,25.0,Finished Airing,8.43,1324830,190.0,36,2135047,77694,Manga,PG-13 - Teens 13 or older,spring,2014.0,24 min per ep,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.

When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.

To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/76014.jpg,https://www.youtube-nocookie.com/embed/9kLRkH9zC5k?enablejsapi=1&wmode=opaque&autoplay=1,Sports,Production I.G,"School, Team Sports",Shounen,2014-04-06T00:00:00+00:00,2014-09-21T00:00:00+00:00
40059,Golden Kamuy 3rd Season,Golden Kamuy Season 3,TV,12.0,Finished Airing,8.43,95230,189.0,1400,193528,1584,Manga,R - 17+ (violence & profanity),fall,2020.0,23 min per ep,"After obtaining information about Asirpa from the foreteller Inkarmat, Saichi ""The Immortal"" Sugimoto, Genjirou Tanigaki, and Cikapasi join the Seventh Division's Otonoshin Koito and Hajime Tsukishima on a journey to Karafuto. Heading further north into the freezing Russian territory, they collect any clues about Asirpa's whereabouts they can find and rush after her.

Meanwhile, Asirpa is unaware of what truly transpired at Abashiri Prison. Deeply disturbed and confused by her father Wilk's past actions, Asirpa follows his old friend Kiroranke to the place where Wilk was born and raised in order to better understand his motives. However, Kiroranke and the master sniper Hyakunosuke Ogata are scheming behind her back.

Even if they were to obtain all 24 tattooed skins that form a map to the lost Ainu gold, the various factions searching for it now understand that the map is useless without Asirpa. Realizing the danger she could be in, Sugimoto desperately hopes to reach Asirpa first and protect her from the greedy clutches of those who plan to drag her into their sins.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1763/108108.jpg,https://www.youtube-nocookie.com/embed/kleb6Uh_vUc?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure",Geno Studio,"Adult Cast, Historical, Military",Seinen,2020-10-05T00:00:00+00:00,2020-12-21T00:00:00+00:00
24687,Mushishi Zoku Shou: Odoro no Michi,Mushi-shi Path of Thorns,TV Special,1.0,Finished Airing,8.42,53372,204.0,2190,109630,128,Manga,PG-13 - Teens 13 or older,,,47 min,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/63539.jpg,,"Adventure, Mystery, Slice of Life, Supernatural",Artland,"Adult Cast, Historical, Iyashikei",Seinen,2014-08-20T00:00:00+00:00,
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,Movie,1.0,Finished Airing,8.42,30231,205.0,2635,82609,226,Manga,PG-13 - Teens 13 or older,,,1 hr 44 min,"Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume.

On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past.

In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1250/94846.jpg,https://www.youtube-nocookie.com/embed/urtKQZmyxQE?enablejsapi=1&wmode=opaque&autoplay=1,"Slice of Life, Supernatural",Shuka,"Iyashikei, Mythology",Shoujo,2018-09-29T00:00:00+00:00,
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,TV,12.0,Finished Airing,8.42,613595,196.0,173,1035938,13303,Light novel,R - 17+ (violence & profanity),winter,2021.0,29 min per ep,"After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1724/117421.jpg,https://www.youtube-nocookie.com/embed/cG68UqKqYq0?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Fantasy, Suspense",White Fox,"Isekai, Psychological, Time Travel",,2021-01-06T00:00:00+00:00,2021-03-24T00:00:00+00:00
38889,Kono Oto Tomare! Part 2,Kono Oto Tomare!: Sounds of Life Season 2,TV,13.0,Finished Airing,8.42,105511,202.0,1365,199042,1830,Manga,PG-13 - Teens 13 or older,fall,2019.0,23 min per ep,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Club members Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter.

With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience.

However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1422/111621.jpg,https://www.youtube-nocookie.com/embed/VdjmAF5dYjU?enablejsapi=1&wmode=opaque&autoplay=1,Drama,Platinum Vision,"Music, Performing Arts, School",Shounen,2019-10-06T00:00:00+00:00,2019-12-29T00:00:00+00:00
